SalesLineID,TransactionID,DateKey,TimeKey,StoreKey,ProductKey,PaymentKey,ChannelKey,Quantity,UnitPriceTND,UnitCostTND,LineRevenueTND,LineCostTND,LineProfitTND
149,100089,20260602,1938,2,25,1,2,1,8.5,3.2,8.5,3.2,5.3
150,100090,20260730,929,5,10,2,2,2,8.0,3.0,16.0,6.0,10.0
151,100091,20260805,1812,5,5,2,3,1,4.8,2.0,4.8,2.0,2.8
152,100092,20260405,851,4,1,1,1,1,3.5,1.4,3.5,1.4,2.1
153,100093,20260317,824,2,19,2,1,1,5.5,2.0,5.5,2.0,3.5
154,100094,20260611,840,2,16,1,4,1,11.5,4.1,11.5,4.1,7.4
155,100095,20260514,1515,1,10,1,1,1,8.0,3.0,8.0,3.0,5.0
156,100096,20260720,1835,1,20,4,3,1,6.5,2.4,6.5,2.4,4.1
157,100097,20260509,1927,6,12,2,3,1,12.0,4.2,12.0,4.2,7.8
158,100097,20260509,1927,6,16,2,3,1,11.5,4.1,11.5,4.1,7.4
159,100098,20260326,952,1,1,1,3,1,3.5,1.4,3.5,1.4,2.1
160,100098,20260326,952,1,5,1,3,1,4.8,2.0,4.8,2.0,2.8
161,100098,20260326,952,1,3,1,3,1,3.8,1.5,3.8,1.5,2.3
162,100099,20260729,1241,2,19,4,1,1,5.5,2.0,5.5,2.0,3.5
163,100100,20260704,1653,5,11,4,3,1,10.5,3.8,10.5,3.8,6.7
164,100101,20260727,854,4,23,1,3,1,9.0,3.4,9.0,3.4,5.6
165,100102,20260603,837,2,6,2,2,1,5.0,2.1,5.0,2.1,2.9
166,100102,20260603,837,2,2,2,2,1,4.0,1.6,4.0,1.6,2.4
167,100103,20260328,913,3,6,2,1,1,5.0,2.1,5.0,2.1,2.9
168,100104,20260704,1114,3,21,2,2,1,9.0,3.2,9.0,3.2,5.8
169,100105,20260325,1549,6,23,1,1,1,9.0,3.4,9.0,3.4,5.6
170,100106,20260719,1205,3,22,1,2,1,9.5,3.6,9.5,3.6,5.9
171,100107,20260613,1724,1,11,1,1,1,10.5,3.8,10.5,3.8,6.7
172,100107,20260613,1724,1,15,1,1,1,11.0,4.0,11.0,4.0,7.0
173,100108,20260816,1941,4,16,2,1,2,11.5,4.1,23.0,8.2,14.8
174,100108,20260816,1941,4,13,2,1,1,12.5,4.3,12.5,4.3,8.2
175,100108,20260816,1941,4,14,2,1,2,13.5,4.6,27.0,9.2,17.8
176,100109,20260529,1858,5,10,2,3,1,8.0,3.0,8.0,3.0,5.0
177,100109,20260529,1858,5,13,2,3,1,12.5,4.3,12.5,4.3,8.2
178,100109,20260529,1858,5,4,2,3,1,4.5,1.9,4.5,1.9,2.6
179,100110,20260626,1144,3,6,1,2,1,5.0,2.1,5.0,2.1,2.9
180,100111,20260821,1518,3,11,1,1,1,10.5,3.8,10.5,3.8,6.7
181,100112,20260526,1630,4,9,1,3,2,9.0,3.4,18.0,6.8,11.2
182,100112,20260526,1630,4,9,1,3,1,9.0,3.4,9.0,3.4,5.6
183,100113,20260611,926,1,17,1,2,1,4.5,1.6,4.5,1.6,2.9
184,100113,20260611,926,1,3,1,2,1,3.8,1.5,3.8,1.5,2.3
185,100114,20260820,1825,1,24,2,1,1,8.0,3.0,8.0,3.0,5.0
186,100115,20260522,1537,1,15,2,1,1,11.0,4.0,11.0,4.0,7.0
187,100115,20260522,1537,1,10,2,1,1,8.0,3.0,8.0,3.0,5.0
188,100116,20260509,1754,5,6,2,3,2,5.0,2.1,10.0,4.2,5.8
189,100116,20260509,1754,5,15,2,3,1,11.0,4.0,11.0,4.0,7.0
190,100117,20260426,931,4,1,2,1,1,3.5,1.4,3.5,1.4,2.1
191,100118,20260726,739,2,25,2,3,1,8.5,3.2,8.5,3.2,5.3
192,100119,20260826,924,2,1,1,1,1,3.5,1.4,3.5,1.4,2.1
193,100120,20260823,1717,3,24,1,1,2,8.0,3.0,16.0,6.0,10.0
194,100120,20260823,1717,3,8,1,1,1,8.5,3.2,8.5,3.2,5.3
195,100121,20260907,1710,5,21,1,1,1,9.0,3.2,9.0,3.2,5.8
196,100122,20260406,2055,1,12,2,2,1,12.0,4.2,12.0,4.2,7.8
197,100123,20260821,1657,3,10,1,1,1,8.0,3.0,8.0,3.0,5.0
198,100124,20260903,1632,2,15,1,2,2,11.0,4.0,22.0,8.0,14.0
199,100124,20260903,1632,2,21,1,2,1,9.0,3.2,9.0,3.2,5.8
200,100125,20260812,1144,5,7,2,3,1,4.3,1.8,4.3,1.8,2.5
201,100125,20260812,1144,5,24,2,3,1,8.0,3.0,8.0,3.0,5.0
202,100126,20260611,1026,4,7,3,1,1,4.3,1.8,4.3,1.8,2.5
203,100126,20260611,1026,4,2,3,1,1,4.0,1.6,4.0,1.6,2.4
204,100127,20260604,841,4,6,2,1,1,5.0,2.1,5.0,2.1,2.9
205,100127,20260604,841,4,25,2,1,1,8.5,3.2,8.5,3.2,5.3
206,100128,20260602,914,1,21,1,2,1,9.0,3.2,9.0,3.2,5.8
207,100129,20260706,1022,4,18,1,1,1,5.0,1.8,5.0,1.8,3.2
208,100130,20260814,1755,5,1,1,1,1,3.5,1.4,3.5,1.4,2.1
209,100131,20260423,730,2,11,2,4,1,10.5,3.8,10.5,3.8,6.7
210,100131,20260423,730,2,9,2,4,1,9.0,3.4,9.0,3.4,5.6
211,100131,20260423,730,2,5,2,4,1,4.8,2.0,4.8,2.0,2.8
212,100132,20260820,1159,6,25,1,1,1,8.5,3.2,8.5,3.2,5.3
213,100132,20260820,1159,6,1,1,1,1,3.5,1.4,3.5,1.4,2.1
214,100133,20260605,942,6,25,3,1,1,8.5,3.2,8.5,3.2,5.3
215,100134,20260330,1747,1,12,1,1,1,12.0,4.2,12.0,4.2,7.8
216,100134,20260330,1747,1,18,1,1,1,5.0,1.8,5.0,1.8,3.2
217,100134,20260330,1747,1,12,1,1,1,12.0,4.2,12.0,4.2,7.8
218,100135,20260827,1817,2,10,2,4,1,8.0,3.0,8.0,3.0,5.0
219,100136,20260620,809,6,12,1,2,1,12.0,4.2,12.0,4.2,7.8
220,100136,20260620,809,6,20,1,2,2,6.5,2.4,13.0,4.8,8.2
221,100136,20260620,809,6,6,1,2,2,5.0,2.1,10.0,4.2,5.8
222,100137,20260428,849,1,18,2,3,1,5.0,1.8,5.0,1.8,3.2
223,100138,20260801,1325,5,4,2,2,1,4.5,1.9,4.5,1.9,2.6
224,100138,20260801,1325,5,6,2,2,1,5.0,2.1,5.0,2.1,2.9
225,100139,20260411,1056,2,6,2,2,1,5.0,2.1,5.0,2.1,2.9
226,100139,20260411,1056,2,7,2,2,1,4.3,1.8,4.3,1.8,2.5
227,100140,20260419,1902,4,16,2,1,1,11.5,4.1,11.5,4.1,7.4
228,100140,20260419,1902,4,5,2,1,1,4.8,2.0,4.8,2.0,2.8
229,100141,20260801,1730,5,1,1,4,1,3.5,1.4,3.5,1.4,2.1
230,100141,20260801,1730,5,1,1,4,1,3.5,1.4,3.5,1.4,2.1
231,100142,20260808,834,4,8,2,1,1,8.5,3.2,8.5,3.2,5.3
232,100143,20260810,1004,5,1,1,1,1,3.5,1.4,3.5,1.4,2.1
233,100144,20260406,1756,2,14,1,2,1,13.5,4.6,13.5,4.6,8.9
234,100144,20260406,1756,2,13,1,2,1,12.5,4.3,12.5,4.3,8.2
235,100145,20260913,1801,4,23,1,4,1,9.0,3.4,9.0,3.4,5.6
236,100145,20260913,1801,4,20,1,4,1,6.5,2.4,6.5,2.4,4.1
237,100146,20260904,958,3,19,2,3,1,5.5,2.0,5.5,2.0,3.5
238,100147,20260329,1752,3,5,2,2,1,4.8,2.0,4.8,2.0,2.8
239,100147,20260329,1752,3,22,2,2,1,9.5,3.6,9.5,3.6,5.9
240,100148,20260504,1006,5,19,1,4,1,5.5,2.0,5.5,2.0,3.5
241,100149,20260326,1914,1,17,1,3,1,4.5,1.6,4.5,1.6,2.9
242,100150,20260824,1200,5,23,2,2,1,9.0,3.4,9.0,3.4,5.6
243,100151,20260627,1329,6,7,1,2,1,4.3,1.8,4.3,1.8,2.5
244,100152,20260911,942,2,14,2,1,1,13.5,4.6,13.5,4.6,8.9
245,100152,20260911,942,2,21,2,1,2,9.0,3.2,18.0,6.4,11.6
246,100153,20260607,1802,2,23,1,4,1,9.0,3.4,9.0,3.4,5.6
247,100154,20260501,911,2,19,1,2,2,5.5,2.0,11.0,4.0,7.0
248,100155,20260626,1803,3,8,1,3,1,8.5,3.2,8.5,3.2,5.3
249,100156,20260606,1205,1,2,1,1,1,4.0,1.6,4.0,1.6,2.4
250,100157,20260711,926,6,4,1,1,2,4.5,1.9,9.0,3.8,5.2
251,100157,20260711,926,6,2,1,1,1,4.0,1.6,4.0,1.6,2.4
252,100158,20260706,830,5,3,1,3,1,3.8,1.5,3.8,1.5,2.3
253,100158,20260706,830,5,18,1,3,1,5.0,1.8,5.0,1.8,3.2
254,100158,20260706,830,5,11,1,3,1,10.5,3.8,10.5,3.8,6.7
255,100159,20260727,922,5,6,1,3,1,5.0,2.1,5.0,2.1,2.9
256,100159,20260727,922,5,17,1,3,1,4.5,1.6,4.5,1.6,2.9
257,100160,20260404,831,4,4,3,1,2,4.5,1.9,9.0,3.8,5.2
258,100160,20260404,831,4,16,3,1,1,11.5,4.1,11.5,4.1,7.4
259,100161,20260315,1731,1,6,4,3,1,5.0,2.1,5.0,2.1,2.9
260,100162,20260327,1808,2,21,3,3,1,9.0,3.2,9.0,3.2,5.8
261,100163,20260822,700,1,11,1,1,2,10.5,3.8,21.0,7.6,13.4
262,100164,20260404,1237,1,20,3,2,1,6.5,2.4,6.5,2.4,4.1
263,100165,20260810,745,6,3,1,2,1,3.8,1.5,3.8,1.5,2.3
264,100165,20260810,745,6,14,1,2,1,13.5,4.6,13.5,4.6,8.9
265,100166,20260425,1753,4,10,3,1,1,8.0,3.0,8.0,3.0,5.0
266,100166,20260425,1753,4,7,3,1,1,4.3,1.8,4.3,1.8,2.5
267,100166,20260425,1753,4,25,3,1,1,8.5,3.2,8.5,3.2,5.3
268,100167,20260430,939,3,19,1,2,1,5.5,2.0,5.5,2.0,3.5
269,100168,20260602,1027,3,2,2,2,1,4.0,1.6,4.0,1.6,2.4
270,100168,20260602,1027,3,5,2,2,1,4.8,2.0,4.8,2.0,2.8
271,100168,20260602,1027,3,5,2,2,1,4.8,2.0,4.8,2.0,2.8
272,100169,20260501,1121,3,23,1,1,1,9.0,3.4,9.0,3.4,5.6
273,100170,20260609,1309,3,7,1,2,1,4.3,1.8,4.3,1.8,2.5
274,100170,20260609,1309,3,12,1,2,1,12.0,4.2,12.0,4.2,7.8
275,100170,20260609,1309,3,19,1,2,1,5.5,2.0,5.5,2.0,3.5
276,100171,20260823,1642,1,24,1,3,1,8.0,3.0,8.0,3.0,5.0
277,100172,20260529,1915,4,24,1,3,2,8.0,3.0,16.0,6.0,10.0
278,100172,20260529,1915,4,7,1,3,1,4.3,1.8,4.3,1.8,2.5
279,100173,20260524,1320,2,4,1,1,1,4.5,1.9,4.5,1.9,2.6
280,100173,20260524,1320,2,15,1,1,1,11.0,4.0,11.0,4.0,7.0
281,100174,20260409,846,1,8,2,1,1,8.5,3.2,8.5,3.2,5.3
282,100174,20260409,846,1,18,2,1,1,5.0,1.8,5.0,1.8,3.2
283,100175,20260527,1916,5,4,1,1,1,4.5,1.9,4.5,1.9,2.6
284,100175,20260527,1916,5,8,1,1,1,8.5,3.2,8.5,3.2,5.3
285,100176,20260524,1312,3,7,1,2,1,4.3,1.8,4.3,1.8,2.5
286,100176,20260524,1312,3,2,1,2,2,4.0,1.6,8.0,3.2,4.8
287,100176,20260524,1312,3,5,1,2,1,4.8,2.0,4.8,2.0,2.8
288,100177,20260807,1652,1,13,1,4,2,12.5,4.3,25.0,8.6,16.4
289,100177,20260807,1652,1,9,1,4,2,9.0,3.4,18.0,6.8,11.2
290,100178,20260524,807,1,19,1,1,1,5.5,2.0,5.5,2.0,3.5
291,100179,20260522,1137,3,7,4,1,1,4.3,1.8,4.3,1.8,2.5
292,100179,20260522,1137,3,13,4,1,1,12.5,4.3,12.5,4.3,8.2
293,100180,20260802,1841,3,2,1,1,1,4.0,1.6,4.0,1.6,2.4
294,100181,20260414,1646,6,17,2,1,1,4.5,1.6,4.5,1.6,2.9
295,100182,20260807,1326,4,23,3,1,1,9.0,3.4,9.0,3.4,5.6
296,100182,20260807,1326,4,6,3,1,1,5.0,2.1,5.0,2.1,2.9
297,100183,20260808,1007,5,24,1,4,1,8.0,3.0,8.0,3.0,5.0
298,100184,20260613,1527,3,9,2,1,2,9.0,3.4,18.0,6.8,11.2
299,100184,20260613,1527,3,9,2,1,1,9.0,3.4,9.0,3.4,5.6
300,100184,20260613,1527,3,18,2,1,1,5.0,1.8,5.0,1.8,3.2
301,100185,20260315,1712,2,1,1,1,1,3.5,1.4,3.5,1.4,2.1
302,100186,20260902,803,5,21,2,1,1,9.0,3.2,9.0,3.2,5.8
303,100186,20260902,803,5,17,2,1,2,4.5,1.6,9.0,3.2,5.8
304,100187,20260331,705,1,6,2,1,1,5.0,2.1,5.0,2.1,2.9
305,100188,20260403,1208,4,7,2,1,1,4.3,1.8,4.3,1.8,2.5
306,100189,20260906,1527,2,17,1,1,1,4.5,1.6,4.5,1.6,2.9
307,100189,20260906,1527,2,1,1,1,1,3.5,1.4,3.5,1.4,2.1
308,100190,20260502,755,4,6,1,3,1,5.0,2.1,5.0,2.1,2.9
309,100191,20260725,1856,3,12,2,4,1,12.0,4.2,12.0,4.2,7.8
310,100191,20260725,1856,3,8,2,4,1,8.5,3.2,8.5,3.2,5.3
311,100192,20260804,1004,3,7,1,1,1,4.3,1.8,4.3,1.8,2.5
312,100192,20260804,1004,3,21,1,1,1,9.0,3.2,9.0,3.2,5.8
313,100193,20260429,1758,2,19,1,1,2,5.5,2.0,11.0,4.0,7.0
314,100194,20260531,1140,6,16,1,2,1,11.5,4.1,11.5,4.1,7.4
315,100195,20260409,956,5,20,1,1,1,6.5,2.4,6.5,2.4,4.1
316,100196,20260709,2159,1,8,1,1,1,8.5,3.2,8.5,3.2,5.3
317,100196,20260709,2159,1,9,1,1,1,9.0,3.4,9.0,3.4,5.6
318,100196,20260709,2159,1,12,1,1,1,12.0,4.2,12.0,4.2,7.8
319,100197,20260822,1753,4,8,2,4,1,8.5,3.2,8.5,3.2,5.3
320,100198,20260512,1714,2,9,1,3,1,9.0,3.4,9.0,3.4,5.6
321,100198,20260512,1714,2,18,1,3,1,5.0,1.8,5.0,1.8,3.2
322,100198,20260512,1714,2,8,1,3,1,8.5,3.2,8.5,3.2,5.3
323,100199,20260905,803,4,21,3,1,1,9.0,3.2,9.0,3.2,5.8
324,100200,20260802,1318,2,12,1,1,1,12.0,4.2,12.0,4.2,7.8
325,100200,20260802,1318,2,4,1,1,1,4.5,1.9,4.5,1.9,2.6
326,100200,20260802,1318,2,13,1,1,1,12.5,4.3,12.5,4.3,8.2
327,100201,20260910,1847,1,13,2,4,1,12.5,4.3,12.5,4.3,8.2
328,100201,20260910,1847,1,9,2,4,1,9.0,3.4,9.0,3.4,5.6
329,100202,20260716,1645,6,16,1,1,1,11.5,4.1,11.5,4.1,7.4
330,100202,20260716,1645,6,10,1,1,1,8.0,3.0,8.0,3.0,5.0
