SalesLineID,TransactionID,DateKey,TimeKey,StoreKey,ProductKey,PaymentKey,ChannelKey,Quantity,UnitPriceTND,UnitCostTND,LineRevenueTND,LineCostTND,LineProfitTND
79,100054,20260612,1220,3,12,2,1,1,12.0,4.2,12.0,4.2,7.8
80,100055,20260402,957,3,17,1,2,1,4.5,1.6,4.5,1.6,2.9
81,100055,20260402,957,3,4,1,2,1,4.5,1.9,4.5,1.9,2.6
82,100055,20260402,957,3,20,1,2,1,6.5,2.4,6.5,2.4,4.1
83,100056,20260418,1842,2,10,1,1,1,8.0,3.0,8.0,3.0,5.0
84,100056,20260418,1842,2,11,1,1,1,10.5,3.8,10.5,3.8,6.7
85,100057,20260321,1917,1,16,1,3,2,11.5,4.1,23.0,8.2,14.8
86,100058,20260411,1227,1,1,1,4,1,3.5,1.4,3.5,1.4,2.1
87,100058,20260411,1227,1,6,1,4,1,5.0,2.1,5.0,2.1,2.9
88,100059,20260620,1557,2,1,2,1,1,3.5,1.4,3.5,1.4,2.1
89,100060,20260809,2107,4,6,1,3,1,5.0,2.1,5.0,2.1,2.9
90,100060,20260809,2107,4,7,1,3,2,4.3,1.8,8.6,3.6,5.0
91,100061,20260814,1205,3,2,1,1,1,4.0,1.6,4.0,1.6,2.4
92,100061,20260814,1205,3,13,1,1,1,12.5,4.3,12.5,4.3,8.2
93,100061,20260814,1205,3,10,1,1,1,8.0,3.0,8.0,3.0,5.0
94,100062,20260910,1816,1,15,4,3,1,11.0,4.0,11.0,4.0,7.0
95,100063,20260424,1714,2,14,3,1,1,13.5,4.6,13.5,4.6,8.9
96,100063,20260424,1714,2,16,3,1,2,11.5,4.1,23.0,8.2,14.8
97,100064,20260703,1654,3,15,3,1,1,11.0,4.0,11.0,4.0,7.0
98,100065,20260327,1842,2,22,2,4,2,9.5,3.6,19.0,7.2,11.8
99,100065,20260327,1842,2,15,2,4,1,11.0,4.0,11.0,4.0,7.0
100,100066,20260703,1046,3,12,1,1,1,12.0,4.2,12.0,4.2,7.8
101,100066,20260703,1046,3,7,1,1,2,4.3,1.8,8.6,3.6,5.0
102,100067,20260807,1735,2,10,4,1,1,8.0,3.0,8.0,3.0,5.0
103,100067,20260807,1735,2,24,4,1,1,8.0,3.0,8.0,3.0,5.0
104,100068,20260701,2159,2,21,1,1,2,9.0,3.2,18.0,6.4,11.6
105,100069,20260610,1854,4,13,2,1,1,12.5,4.3,12.5,4.3,8.2
106,100070,20260726,820,2,11,2,1,1,10.5,3.8,10.5,3.8,6.7
107,100071,20260524,1926,1,5,1,1,1,4.8,2.0,4.8,2.0,2.8
108,100072,20260516,1527,3,20,1,1,1,6.5,2.4,6.5,2.4,4.1
109,100073,20260829,810,1,20,1,1,2,6.5,2.4,13.0,4.8,8.2
110,100073,20260829,810,1,25,1,1,2,8.5,3.2,17.0,6.4,10.6
111,100073,20260829,810,1,18,1,1,1,5.0,1.8,5.0,1.8,3.2
112,100074,20260814,848,1,19,1,1,1,5.5,2.0,5.5,2.0,3.5
113,100074,20260814,848,1,7,1,1,1,4.3,1.8,4.3,1.8,2.5
114,100074,20260814,848,1,5,1,1,1,4.8,2.0,4.8,2.0,2.8
115,100075,20260321,1909,4,13,1,2,2,12.5,4.3,25.0,8.6,16.4
116,100076,20260728,1009,1,10,2,1,1,8.0,3.0,8.0,3.0,5.0
117,100077,20260611,1650,4,12,2,1,1,12.0,4.2,12.0,4.2,7.8
118,100077,20260611,1650,4,20,2,1,1,6.5,2.4,6.5,2.4,4.1
119,100078,20260731,907,4,1,1,3,1,3.5,1.4,3.5,1.4,2.1
120,100078,20260731,907,4,7,1,3,1,4.3,1.8,4.3,1.8,2.5
121,100079,20260523,722,4,13,1,1,1,12.5,4.3,12.5,4.3,8.2
122,100080,20260803,1948,1,4,2,2,1,4.5,1.9,4.5,1.9,2.6
123,100081,20260712,1651,2,17,2,1,1,4.5,1.6,4.5,1.6,2.9
124,100082,20260609,1940,1,5,1,3,2,4.8,2.0,9.6,4.0,5.6
125,100082,20260609,1940,1,23,1,3,2,9.0,3.4,18.0,6.8,11.2
126,100083,20260819,2031,3,20,1,1,2,6.5,2.4,13.0,4.8,8.2
127,100084,20260724,1637,2,5,1,3,1,4.8,2.0,4.8,2.0,2.8
128,100085,20260508,1917,4,12,1,1,1,12.0,4.2,12.0,4.2,7.8
129,100086,20260503,1824,2,14,1,2,1,13.5,4.6,13.5,4.6,8.9
130,100087,20260611,840,1,10,1,4,1,8.0,3.0,8.0,3.0,5.0
131,100088,20260518,804,1,17,1,1,1,4.5,1.6,4.5,1.6,2.9
132,100088,20260518,804,1,4,1,1,2,4.5,1.9,9.0,3.8,5.2
133,100089,20260324,1614,3,1,2,3,1,3.5,1.4,3.5,1.4,2.1
134,100089,20260324,1614,3,8,2,3,1,8.5,3.2,8.5,3.2,5.3
135,100090,20260413,1858,1,17,1,4,1,4.5,1.6,4.5,1.6,2.9
136,100091,20260425,2151,4,3,1,2,1,3.8,1.5,3.8,1.5,2.3
137,100091,20260425,2151,4,21,1,2,1,9.0,3.2,9.0,3.2,5.8
138,100092,20260623,1505,3,8,1,1,1,8.5,3.2,8.5,3.2,5.3
139,100092,20260623,1505,3,14,1,1,1,13.5,4.6,13.5,4.6,8.9
140,100093,20260522,1502,2,13,1,1,1,12.5,4.3,12.5,4.3,8.2
141,100094,20260909,958,3,23,2,1,2,9.0,3.4,18.0,6.8,11.2
142,100095,20260604,1042,2,9,1,2,1,9.0,3.4,9.0,3.4,5.6
143,100096,20260621,1817,3,16,3,2,1,11.5,4.1,11.5,4.1,7.4
144,100096,20260621,1817,3,9,3,2,1,9.0,3.4,9.0,3.4,5.6
145,100097,20260719,1205,2,22,1,2,1,9.5,3.6,9.5,3.6,5.9
146,100098,20260613,1724,1,11,1,1,1,10.5,3.8,10.5,3.8,6.7
147,100098,20260613,1724,1,25,1,1,1,8.5,3.2,8.5,3.2,5.3
148,100099,20260904,1732,2,2,3,3,2,4.0,1.6,8.0,3.2,4.8
149,100099,20260904,1732,2,20,3,3,1,6.5,2.4,6.5,2.4,4.1
150,100100,20260914,812,4,8,3,1,1,8.5,3.2,8.5,3.2,5.3
151,100100,20260914,812,4,21,3,1,1,9.0,3.2,9.0,3.2,5.8
152,100101,20260812,848,2,2,1,1,1,4.0,1.6,4.0,1.6,2.4
153,100102,20260522,942,1,1,2,2,2,3.5,1.4,7.0,2.8,4.2
154,100102,20260522,942,1,19,2,2,1,5.5,2.0,5.5,2.0,3.5
155,100103,20260429,1345,2,13,2,1,2,12.5,4.3,25.0,8.6,16.4
156,100103,20260429,1345,2,6,2,1,1,5.0,2.1,5.0,2.1,2.9
157,100104,20260619,1726,4,10,2,3,1,8.0,3.0,8.0,3.0,5.0
158,100105,20260820,1825,1,24,2,1,1,8.0,3.0,8.0,3.0,5.0
159,100106,20260522,1537,1,11,2,1,1,10.5,3.8,10.5,3.8,6.7
160,100106,20260522,1537,1,8,2,1,1,8.5,3.2,8.5,3.2,5.3
161,100107,20260802,903,2,6,1,1,1,5.0,2.1,5.0,2.1,2.9
162,100107,20260802,903,2,10,1,1,1,8.0,3.0,8.0,3.0,5.0
163,100107,20260802,903,2,14,1,1,1,13.5,4.6,13.5,4.6,8.9
164,100108,20260516,1834,3,9,3,1,1,9.0,3.4,9.0,3.4,5.6
165,100108,20260516,1834,3,16,3,1,1,11.5,4.1,11.5,4.1,7.4
166,100109,20260823,1717,2,24,1,1,2,8.0,3.0,16.0,6.0,10.0
167,100109,20260823,1717,2,12,1,1,1,12.0,4.2,12.0,4.2,7.8
168,100110,20260731,913,2,1,2,1,1,3.5,1.4,3.5,1.4,2.1
169,100111,20260728,1811,1,20,1,3,1,6.5,2.4,6.5,2.4,4.1
170,100112,20260321,1020,1,8,1,1,2,8.5,3.2,17.0,6.4,10.6
171,100112,20260321,1020,1,1,1,1,2,3.5,1.4,7.0,2.8,4.2
172,100112,20260321,1020,1,1,1,1,1,3.5,1.4,3.5,1.4,2.1
173,100113,20260410,934,4,3,1,1,1,3.8,1.5,3.8,1.5,2.3
174,100114,20260611,1026,3,7,3,1,1,4.3,1.8,4.3,1.8,2.5
175,100114,20260611,1026,3,2,3,1,1,4.0,1.6,4.0,1.6,2.4
176,100115,20260604,841,3,6,2,1,1,5.0,2.1,5.0,2.1,2.9
177,100115,20260604,841,3,25,2,1,1,8.5,3.2,8.5,3.2,5.3
178,100116,20260602,914,1,21,1,2,1,9.0,3.2,9.0,3.2,5.8
179,100117,20260706,1022,3,18,1,1,1,5.0,1.8,5.0,1.8,3.2
180,100118,20260814,1755,3,1,1,1,1,3.5,1.4,3.5,1.4,2.1
181,100119,20260423,730,1,9,2,4,1,9.0,3.4,9.0,3.4,5.6
182,100119,20260423,730,1,5,2,4,1,4.8,2.0,4.8,2.0,2.8
183,100119,20260423,730,1,19,2,4,1,5.5,2.0,5.5,2.0,3.5
184,100120,20260403,1721,4,24,1,4,1,8.0,3.0,8.0,3.0,5.0
185,100121,20260714,1909,3,3,1,3,1,3.8,1.5,3.8,1.5,2.3
186,100121,20260714,1909,3,14,1,3,1,13.5,4.6,13.5,4.6,8.9
187,100122,20260508,1105,4,1,1,2,1,3.5,1.4,3.5,1.4,2.1
188,100123,20260827,1817,1,12,2,4,2,12.0,4.2,24.0,8.4,15.6
189,100124,20260513,851,2,12,1,1,1,12.0,4.2,12.0,4.2,7.8
190,100124,20260513,851,2,12,1,1,1,12.0,4.2,12.0,4.2,7.8
191,100124,20260513,851,2,24,1,1,2,8.0,3.0,16.0,6.0,10.0
192,100125,20260501,1621,3,15,4,1,1,11.0,4.0,11.0,4.0,7.0
193,100125,20260501,1621,3,6,4,1,1,5.0,2.1,5.0,2.1,2.9
194,100126,20260411,1056,2,6,2,2,1,5.0,2.1,5.0,2.1,2.9
195,100126,20260411,1056,2,7,2,2,1,4.3,1.8,4.3,1.8,2.5
196,100127,20260419,1902,3,13,2,1,1,12.5,4.3,12.5,4.3,8.2
197,100127,20260419,1902,3,4,2,1,1,4.5,1.9,4.5,1.9,2.6
198,100128,20260801,1845,2,14,1,3,1,13.5,4.6,13.5,4.6,8.9
199,100129,20260315,1703,2,8,1,4,1,8.5,3.2,8.5,3.2,5.3
200,100129,20260315,1703,2,18,1,4,1,5.0,1.8,5.0,1.8,3.2
201,100130,20260411,1737,3,12,1,4,1,12.0,4.2,12.0,4.2,7.8
202,100130,20260411,1737,3,21,1,4,1,9.0,3.2,9.0,3.2,5.8
203,100131,20260710,1420,1,21,4,2,1,9.0,3.2,9.0,3.2,5.8
204,100131,20260710,1420,1,23,4,2,1,9.0,3.4,9.0,3.4,5.6
205,100132,20260815,1005,2,7,4,1,1,4.3,1.8,4.3,1.8,2.5
206,100133,20260607,1353,1,9,2,1,2,9.0,3.4,18.0,6.8,11.2
207,100134,20260610,733,1,3,1,1,1,3.8,1.5,3.8,1.5,2.3
208,100135,20260612,804,1,1,1,3,1,3.5,1.4,3.5,1.4,2.1
209,100135,20260612,804,1,17,1,3,1,4.5,1.6,4.5,1.6,2.9
210,100136,20260708,1416,4,2,2,1,1,4.0,1.6,4.0,1.6,2.4
211,100137,20260411,941,1,5,2,3,1,4.8,2.0,4.8,2.0,2.8
212,100137,20260411,941,1,11,2,3,2,10.5,3.8,21.0,7.6,13.4
213,100138,20260818,1725,2,1,2,2,1,3.5,1.4,3.5,1.4,2.1
214,100138,20260818,1725,2,10,2,2,1,8.0,3.0,8.0,3.0,5.0
215,100139,20260823,1902,4,19,1,1,2,5.5,2.0,11.0,4.0,7.0
216,100139,20260823,1902,4,14,1,1,1,13.5,4.6,13.5,4.6,8.9
217,100139,20260823,1902,4,22,1,1,1,9.5,3.6,9.5,3.6,5.9
218,100140,20260807,1643,3,15,1,4,1,11.0,4.0,11.0,4.0,7.0
219,100140,20260807,1643,3,23,1,4,1,9.0,3.4,9.0,3.4,5.6
220,100140,20260807,1643,3,18,1,4,1,5.0,1.8,5.0,1.8,3.2
221,100141,20260706,830,4,3,1,3,1,3.8,1.5,3.8,1.5,2.3
222,100141,20260706,830,4,18,1,3,1,5.0,1.8,5.0,1.8,3.2
223,100141,20260706,830,4,15,1,3,2,11.0,4.0,22.0,8.0,14.0
224,100142,20260812,1613,3,8,1,1,1,8.5,3.2,8.5,3.2,5.3
225,100142,20260812,1613,3,4,1,1,2,4.5,1.9,9.0,3.8,5.2
226,100143,20260729,924,3,20,2,1,1,6.5,2.4,6.5,2.4,4.1
227,100143,20260729,924,3,7,2,1,1,4.3,1.8,4.3,1.8,2.5
228,100144,20260329,1054,4,17,1,1,2,4.5,1.6,9.0,3.2,5.8
229,100145,20260802,1820,3,10,3,1,1,8.0,3.0,8.0,3.0,5.0
230,100145,20260802,1820,3,18,3,1,1,5.0,1.8,5.0,1.8,3.2
231,100146,20260320,2035,1,9,4,2,1,9.0,3.4,9.0,3.4,5.6
232,100146,20260320,2035,1,19,4,2,1,5.5,2.0,5.5,2.0,3.5
233,100147,20260627,1011,4,10,1,1,2,8.0,3.0,16.0,6.0,10.0
234,100147,20260627,1011,4,16,1,1,1,11.5,4.1,11.5,4.1,7.4
235,100148,20260714,955,1,7,2,1,1,4.3,1.8,4.3,1.8,2.5
236,100148,20260714,955,1,5,2,1,1,4.8,2.0,4.8,2.0,2.8
237,100149,20260826,1303,3,1,2,2,1,3.5,1.4,3.5,1.4,2.1
238,100149,20260826,1303,3,11,2,2,1,10.5,3.8,10.5,3.8,6.7
239,100150,20260501,1121,2,23,1,1,1,9.0,3.4,9.0,3.4,5.6
240,100151,20260609,1309,2,7,1,2,1,4.3,1.8,4.3,1.8,2.5
241,100151,20260609,1309,2,9,1,2,1,9.0,3.4,9.0,3.4,5.6
242,100151,20260609,1309,2,6,1,2,2,5.0,2.1,10.0,4.2,5.8
243,100152,20260408,1006,2,18,1,1,1,5.0,1.8,5.0,1.8,3.2
244,100152,20260408,1006,2,23,1,1,1,9.0,3.4,9.0,3.4,5.6
245,100152,20260408,1006,2,21,1,1,1,9.0,3.2,9.0,3.2,5.8
246,100153,20260524,1320,2,4,1,1,1,4.5,1.9,4.5,1.9,2.6
247,100153,20260524,1320,2,11,1,1,1,10.5,3.8,10.5,3.8,6.7
248,100154,20260822,1750,1,2,1,4,1,4.0,1.6,4.0,1.6,2.4
249,100154,20260822,1750,1,11,1,4,1,10.5,3.8,10.5,3.8,6.7
250,100155,20260720,1246,3,16,1,1,1,11.5,4.1,11.5,4.1,7.4
251,100155,20260720,1246,3,6,1,1,1,5.0,2.1,5.0,2.1,2.9
252,100156,20260414,1247,1,6,1,3,1,5.0,2.1,5.0,2.1,2.9
253,100157,20260529,1024,3,25,1,2,1,8.5,3.2,8.5,3.2,5.3
254,100158,20260910,943,4,1,1,1,1,3.5,1.4,3.5,1.4,2.1
255,100159,20260607,1013,4,21,4,1,1,9.0,3.2,9.0,3.2,5.8
256,100160,20260704,904,1,4,2,4,1,4.5,1.9,4.5,1.9,2.6
257,100160,20260704,904,1,4,2,4,1,4.5,1.9,4.5,1.9,2.6
258,100160,20260704,904,1,5,2,4,1,4.8,2.0,4.8,2.0,2.8
259,100161,20260914,903,4,5,2,1,1,4.8,2.0,4.8,2.0,2.8
260,100161,20260914,903,4,6,2,1,2,5.0,2.1,10.0,4.2,5.8
261,100162,20260829,1750,2,5,1,4,2,4.8,2.0,9.6,4.0,5.6
262,100162,20260829,1750,2,24,1,4,1,8.0,3.0,8.0,3.0,5.0
263,100163,20260613,1527,2,11,2,1,1,10.5,3.8,10.5,3.8,6.7
264,100163,20260613,1527,2,9,2,1,1,9.0,3.4,9.0,3.4,5.6
265,100163,20260613,1527,2,20,2,1,1,6.5,2.4,6.5,2.4,4.1
266,100164,20260617,1706,4,10,1,1,1,8.0,3.0,8.0,3.0,5.0
267,100164,20260617,1706,4,12,1,1,1,12.0,4.2,12.0,4.2,7.8
268,100165,20260315,810,2,18,1,2,2,5.0,1.8,10.0,3.6,6.4
269,100166,20260721,840,2,4,1,2,1,4.5,1.9,4.5,1.9,2.6
270,100166,20260721,840,2,5,1,2,1,4.8,2.0,4.8,2.0,2.8
271,100167,20260428,1347,1,17,2,2,1,4.5,1.6,4.5,1.6,2.9
272,100168,20260502,755,3,6,1,3,1,5.0,2.1,5.0,2.1,2.9
273,100169,20260725,1856,2,8,2,4,1,8.5,3.2,8.5,3.2,5.3
274,100169,20260725,1856,2,1,2,4,2,3.5,1.4,7.0,2.8,4.2
275,100170,20260813,1749,1,17,1,2,2,4.5,1.6,9.0,3.2,5.8
276,100171,20260630,1333,2,18,1,4,2,5.0,1.8,10.0,3.6,6.4
277,100171,20260630,1333,2,11,1,4,2,10.5,3.8,21.0,7.6,13.4
278,100171,20260630,1333,2,13,1,4,1,12.5,4.3,12.5,4.3,8.2
279,100172,20260315,912,3,25,4,2,1,8.5,3.2,8.5,3.2,5.3
280,100172,20260315,912,3,6,4,2,1,5.0,2.1,5.0,2.1,2.9
281,100173,20260524,1855,2,4,2,1,1,4.5,1.9,4.5,1.9,2.6
282,100173,20260524,1855,2,9,2,1,1,9.0,3.4,9.0,3.4,5.6
283,100174,20260508,856,3,3,1,2,1,3.8,1.5,3.8,1.5,2.3
284,100174,20260508,856,3,21,1,2,1,9.0,3.2,9.0,3.2,5.8
285,100175,20260402,1734,1,23,2,4,1,9.0,3.4,9.0,3.4,5.6
286,100175,20260402,1734,1,14,2,4,1,13.5,4.6,13.5,4.6,8.9
287,100176,20260802,1318,1,15,1,1,1,11.0,4.0,11.0,4.0,7.0
288,100176,20260802,1318,1,2,1,1,2,4.0,1.6,8.0,3.2,4.8
289,100176,20260802,1318,1,13,1,1,2,12.5,4.3,25.0,8.6,16.4
290,100177,20260723,1928,3,13,1,2,1,12.5,4.3,12.5,4.3,8.2
291,100177,20260723,1928,3,21,1,2,1,9.0,3.2,9.0,3.2,5.8
292,100178,20260827,1847,2,23,4,1,1,9.0,3.4,9.0,3.4,5.6
293,100178,20260827,1847,2,22,4,1,1,9.5,3.6,9.5,3.6,5.9
294,100179,20260326,1735,3,7,1,4,1,4.3,1.8,4.3,1.8,2.5
295,100180,20260718,826,1,2,1,3,1,4.0,1.6,4.0,1.6,2.4
296,100180,20260718,826,1,1,1,3,1,3.5,1.4,3.5,1.4,2.1
297,100181,20260404,1710,2,15,4,2,1,11.0,4.0,11.0,4.0,7.0
298,100181,20260404,1710,2,15,4,2,1,11.0,4.0,11.0,4.0,7.0
299,100182,20260413,1346,3,4,2,1,1,4.5,1.9,4.5,1.9,2.6
300,100182,20260413,1346,3,7,2,1,1,4.3,1.8,4.3,1.8,2.5
301,100183,20260617,1829,1,7,1,1,1,4.3,1.8,4.3,1.8,2.5
302,100183,20260617,1829,1,13,1,1,2,12.5,4.3,25.0,8.6,16.4
303,100183,20260617,1829,1,15,1,1,1,11.0,4.0,11.0,4.0,7.0
304,100184,20260817,1912,4,16,1,4,2,11.5,4.1,23.0,8.2,14.8
305,100184,20260817,1912,4,14,1,4,1,13.5,4.6,13.5,4.6,8.9
306,100185,20260602,1913,4,21,2,2,1,9.0,3.2,9.0,3.2,5.8
307,100185,20260602,1913,4,16,2,2,2,11.5,4.1,23.0,8.2,14.8
308,100186,20260607,835,4,5,2,1,1,4.8,2.0,4.8,2.0,2.8
309,100186,20260607,835,4,4,2,1,1,4.5,1.9,4.5,1.9,2.6
310,100187,20260326,1121,3,16,1,1,1,11.5,4.1,11.5,4.1,7.4
311,100188,20260729,1847,2,20,1,1,1,6.5,2.4,6.5,2.4,4.1
312,100188,20260729,1847,2,24,1,1,1,8.0,3.0,8.0,3.0,5.0
313,100189,20260411,1144,2,14,1,2,1,13.5,4.6,13.5,4.6,8.9
314,100190,20260626,1816,3,5,4,1,1,4.8,2.0,4.8,2.0,2.8
315,100191,20260820,1006,4,23,1,1,1,9.0,3.4,9.0,3.4,5.6
316,100192,20260716,1253,2,14,1,1,1,13.5,4.6,13.5,4.6,8.9
317,100192,20260716,1253,2,13,1,1,1,12.5,4.3,12.5,4.3,8.2
318,100193,20260909,814,2,18,3,2,2,5.0,1.8,10.0,3.6,6.4
319,100194,20260412,1024,1,5,2,3,1,4.8,2.0,4.8,2.0,2.8
320,100194,20260412,1024,1,3,2,3,1,3.8,1.5,3.8,1.5,2.3
321,100195,20260519,1703,2,21,1,3,1,9.0,3.2,9.0,3.2,5.8
322,100196,20260328,931,2,6,2,4,1,5.0,2.1,5.0,2.1,2.9
323,100196,20260328,931,2,3,2,4,2,3.8,1.5,7.6,3.0,4.6
324,100197,20260404,1213,3,13,1,2,1,12.5,4.3,12.5,4.3,8.2
325,100198,20260719,900,3,2,3,1,1,4.0,1.6,4.0,1.6,2.4
326,100199,20260711,1741,2,13,1,3,1,12.5,4.3,12.5,4.3,8.2
327,100199,20260711,1741,2,2,1,3,1,4.0,1.6,4.0,1.6,2.4
328,100200,20260708,1135,1,13,1,2,1,12.5,4.3,12.5,4.3,8.2
329,100200,20260708,1135,1,7,1,2,1,4.3,1.8,4.3,1.8,2.5
330,100200,20260708,1135,1,20,1,2,2,6.5,2.4,13.0,4.8,8.2
